user_id,prediction
5335,2858 480 2028 1270 1580 608 2762 2396 1197 527 1097 2628 318 356 296 1240 1 1214 3578 2987 1259 780 541 34 50
2747,260 480 2028 589 2571 1198 2762 110 2396 1617 527 1097 2628 858 356 1240 1214 457 2916 3578 2987 1200 780 541 34
5054,1196 2571 527 356 1214 1193 919 1221 2791 3114 1704 3793 2291 590 2683 1374 1394 223 1784 1225 3481 2699 2706 2406 39
1624,2028 2571 1270 593 608 1198 110 2396 1197 1617 527 1097 1265 2997 858 318 356 296 2716 1240 1 3578 2987 34 1193
1285,1210 1580 2396 1197 1617 318 3578 1259 780 1127 2791 1036 912 1307 1721 1704 2291 3471 2683 592 1527 3751 733 357 3147
3648,2571 1197 1617 527 1097 1265 858 318 2916 2987 541 34 1221 924 1387 2791 1610 1291 912 1213 2000 1307 1968 2599 3793
1333,2028 589 110 2396 2997 858 318 356 2716 1 1214 457 2916 3578 1200 780 1193 919 924 2791 2355 2000 1136 3114 1721
2599,2858 480 2028 593 1580 2762 2396 1617 527 1265 2997 2716 2987 541 34 50 1193 919 1221 3175 924 2355 1291 912 1213
1996,1270 1580 608 2396 1197 1617 527 1097 2997 356 296 1214 2987 1200 780 50 1221 924 1387 1610 2355 912 1213 3114 1721
3290,1196 260 1210 480 2028 589 593 1580 1198 2762 110 2396 1197 1617 527 1097 1265 2628 858 318 356 296 1240 1 1214
3313,2396 1197 858 318 1214 1259 541 1221 912 377 1721 2599 32 2174 2683 1394 1784 1573 588 2706 39 750 3623 1079 3176
1112,1196 480 593 858 318 296 2716 1240 1193 1221 3175 2791 2355 912 2000 377 1307 1968 1704 3793 2174 3471 590 2959 3418
4647,2858 1196 260 1210 480 589 593 2396 1197 2628 356 296 1240 3578 2987 1200 780 34 1193 1127 3175 2791 1291 912 3114
1943,1210 2028 110 2396 527 858 1240 1 1214 457 3578 1200 1127 919 1221 3175 1610 2355 912 2000 377 1307 1721 3793 3471
1130,260 2571 1580 608 2762 1617 1097 2997 356 296 2716 1 1214 3578 2987 1259 1200 780 34 50 1193 1127 919 3175 2791
5269,2858 1210 480 2028 2571 1580 608 110 2396 527 2628 318 356 1240 1 457 2916 3578 2987 1200 541 34 1127 919 3175
2885,1196 260 1210 2028 2571 1270 593 608 1198 2762 1197 1617 527 1097 2628 858 318 356 296 1240 1214 457 2916 2987 1200
3163,480 2028 1270 1198 110 858 318 1240 1214 2987 541 1127 1221 1610 2355 1136 3114 1968 1704 2599 2174 2959 2683 1573 1923
4497,1196 480 2028 589 593 1580 110 1197 527 1265 2628 318 356 296 1 457 2987 780 34 1193 3175 924 1387 2791 1610
3299,1196 480 589 2571 1270 593 1580 1198 1617 318 356 1240 1 1214 457 2916 780 541 34 1193 919 1387 2791 1610 2355
3677,2858 1196 260 1210 480 2028 589 2571 1270 1580 608 1198 2762 110 2396 1197 1617 527 1097 1265 2997 858 318 296 1240
1181,1210 480 593 1580 110 1097 318 2716 3175 1610 1721 1968 1704 2599 2174 2959 3418 1394 3481 588 1923 2706 2804 750 1079
991,2858 1196 260 1210 480 2028 589 2571 1270 593 1580 608 1198 2762 110 1617 527 1265 2628 2997 858 318 356 296 2716
10,260 2028 593 608 1197 2628 2997 356 296 457 2916 3578 2987 34 50 1193 1610 2355 1036 1213 377 1721 1968 3793 32
4729,260 589 2571 1270 593 1580 110 1197 527 2628 2997 858 296 2716 1240 1214 457 2916 3578 2987 1259 1200 780 541 34
5990,2858 1210 480 2028 2571 1270 593 1580 608 1198 2762 110 1617 527 1265 2628 858 318 356 296 2716 1 1214 457 2916
4521,2858 2028 589 2571 608 2396 1617 1097 318 356 296 1 1214 457 1259 780 34 1193 1127 919 1221 924 2791 1610 2355
2173,2858 260 480 2571 593 2762 110 1197 1097 1265 2628 318 2716 1 1214 457 3578 1200 780 50 1127 919 3175 924 1387
1367,260 2028 593 1580 608 2762 110 2396 1617 527 2997 858 296 2716 1214 457 3578 2987 1200 50 1193 1127 1221 1387 1610
4510,2762 1617 1265 1 541 1193 924 912 1213 2000 1721 1968 1704 3793 2174 648 1374 3418 592 223 1784 1584 3481 1923 2706
839,1210 589 1270 2762 527 2628 858 1240 3578 1259 34 2791 912 1213 1704 590 2959 2918 2683 1304 1394 1225 1584 588 2706
3610,2028 589 608 1617 527 1097 2997 356 2716 1 1214 1200 780 1193 3175 924 1387 2791 3114 1721 1968 1704 2599 2797 2291
4959,2858 589 1270 593 1580 2762 110 1617 1097 2997 858 1240 1 1214 457 2916 3578 780 34 50 1193 919 1221 3175 1387
4811,2858 1196 260 1210 480 2028 589 2571 1270 593 1580 608 1198 2762 110 2396 1197 1617 527 1097 1265 2628 2997 858 318
355,589 593 608 1198 2762 1617 1097 858 2716 457 2916 541 34 50 1127 1221 3175 1610 912 1213 2000 1136 3114 1307 1968
3705,1210 480 593 608 1617 527 2628 858 318 1240 1214 1200 541 1127 919 924 1387 1291 1213 1136 3114 1704 3793 2291 32
3013,260 2028 589 2571 1270 1580 608 2762 1617 527 1097 2997 858 318 296 1240 457 3578 2987 1259 1200 780 541 50 1193
656,2858 1196 1210 480 2028 589 2571 1580 2762 110 1265 2628 318 296 2716 1240 457 2916 3578 2987 1200 780 541 34 50
3726,2028 589 2571 1270 593 608 527 858 318 356 3578 1259 541 34 50 1193 919 1221 1387 1036 1213 1307 1721 1704 3793
3475,1270 2396 1617 2628 457 2916 3578 1200 1193 3175 1387 2791 2355 3114 2797 3793 32 648 2918 1374 1573 3481 1527 2699 39
4411,1210 2028 1580 1617 1097 296 1 2916 2987 1193 1127 1387 2355 1213 2000 1136 3114 2599 2959 1374 1304 1394 223 1573 1225
4122,1196 260 1210 480 593 1198 2762 110 1097 2628 318 2716 1240 1214 2916 3578 2987 1259 541 34 1193 919 3175 924 2355
593,1196 260 1210 480 2028 589 2571 1270 1580 1198 2762 110 2396 1197 1617 1097 1265 2628 2997 858 318 356 296 2716 1240
4508,1196 480 527 858 318 1 1214 34 1127 924 2355 2000 3114 1968 2918 2683 592 1784 380 1923 2706 1393 2804 3408 1961
2794,2858 1210 480 1270 1580 1198 110 1617 527 1097 2628 2997 858 318 356 1 457 2916 1259 780 541 1193 919 1221 3175
5712,2858 1210 589 1270 593 608 1198 2762 110 2396 1617 527 1097 1265 2628 2997 858 318 356 296 2716 1 1214 2916 2987
4808,2858 1196 260 2028 1580 608 1198 110 2396 1617 527 1097 2628 858 296 1240 1214 780 541 50 1193 1221 3175 924 912
4062,1196 260 1210 480 2028 1270 1580 1198 110 1197 527 1097 2628 858 2716 1240 1214 2987 1259 1200 541 34 1193 1127 919
3669,1270 608 2396 1265 356 296 1240 1214 780 34 1193 1127 919 3175 924 2791 1610 2355 1291 912 2000 1136 3114 1307 1704
3589,2858 589 2571 593 1580 110 1197 527 2997 318 356 2716 3578 1259 50 919 1221 1387 1610 2355 912 377 3114 1307 1968
376,1196 1210 480 2028 1270 1580 608 110 1197 527 1097 2628 356 296 1240 1214 457 2916 3578 1259 1200 780 541 34 1193
4291,2858 1196 593 608 2762 110 2396 1617 527 1265 318 356 296 2716 1 2987 1259 34 50 1193 1387 2791 2355 912 1213
461,2858 1196 480 2028 589 2571 2762 2396 1097 2997 356 1 1214 457 2916 780 34 50 1193 3175 924 1387 1610 2355 1291
1697,1210 480 589 1580 608 1265 2628 858 1 3578 1259 780 34 1127 1221 924 1291 912 1307 1968 2797 3793 2291 32 2174
566,2858 480 2028 589 2396 527 1265 2628 858 318 296 2716 1240 1259 34 1193 919 1221 3175 1036 1213 1307 1721 1968 1704
3524,1196 260 1210 480 2028 589 2571 1270 593 1580 1198 2396 1197 1097 2628 858 356 296 2716 1240 1 1214 457 2916 2987
2023,260 1198 2762 2396 1617 2716 1214 2916 3578 2987 1200 541 1127 3175 924 2355 912 2000 1307 1721 2291 2174 648 590 2683
549,2858 480 2028 608 1197 1617 296 1 780 3175 1291 1721 2797 590 2959 1573 1527 588 2699 380 3176 3751 21 1230 1222
5880,2858 1196 260 480 608 2762 110 318 356 3578 1259 541 50 1193 1291 2000 377 1721 1704 2291 3471 590 2959 2918 2683
719,2858 1196 260 1210 480 589 2571 1270 593 1580 608 1198 2762 110 2396 1197 1617 527 1097 1265 2628 2997 858 318 356
3393,2858 260 589 1270 608 527 2628 2997 318 296 2716 1 780 541 34 50 1193 1387 2791 2355 1036 1291 1213 2000 377
5493,1210 480 589 1580 110 527 1240 1 1214 2916 1259 1200 50 1127 919 1387 1036 1291 2000 377 2797 32 590 1374 592
5333,2858 1196 480 589 1580 1198 1617 1097 2628 858 318 2716 1240 1 1214 2916 1200 780 1193 1127 1221 3175 924 1387 2791
4305,2858 1197 527 1097 858 1 3578 1259 541 34 2791 2355 1291 2000 1307 2797 3793 2291 32 2174 648 2959 3418 1304 223
1988,260 480 2028 1270 1198 2628 318 356 296 2716 1240 1214 2916 3578 1200 541 1127 3175 1387 1291 1136 1968 3793 3471 590
5026,1210 1580 2762 527 2997 318 2716 2987 1193 3175 924 2791 1610 3793 2291 2174 590 1394 223 1784 3481 2804 3751 1961 733
4822,2858 1196 260 1210 480 2028 589 2571 593 1580 608 1198 2762 110 2396 1197 1617 527 1097 1265 2628 2997 318 356 296
4816,1196 260 1210 480 2028 589 1270 1580 608 1198 1197 527 1097 2628 356 2716 1240 1 1214 2916 3578 2987 541 34 1193
3780,2858 260 1210 480 593 608 1198 2762 2396 1617 1097 1265 2997 858 457 3578 541 34 1193 1221 3175 1387 1610 912 1213
3649,2858 1196 260 1210 480 2028 589 2571 1580 608 1198 2762 110 2396 1197 527 1265 2628 2997 858 318 356 296 2716 1240
5755,2858 480 589 2571 593 1580 608 2396 1197 527 1265 2628 2997 296 2716 1240 1 457 2916 3578 2987 1259 1200 780 50
1803,1196 260 1210 589 2571 1270 1580 1198 2396 1197 1097 2997 858 318 2716 1240 1214 457 2916 3578 2987 1200 541 34 50
3626,1210 1580 608 1198 2396 1197 1265 2997 858 34 50 1193 1221 2355 2599 2797 2291 32 1304 1394 1784 1584 3481 2699 39
2073,1210 2028 589 1580 608 527 2628 356 296 457 2916 3578 780 1127 919 924 1610 1291 1213 1704 2291 32 648 2918 1374
3709,1196 260 1210 480 589 2571 1580 608 1198 2762 1197 1617 1097 1265 2628 2997 858 1240 1214 457 2916 3578 2987 1200 780
2869,2858 1196 260 1210 480 2028 589 2571 1270 593 1580 608 1198 2762 110 2396 1197 1617 527 1097 1265 2628 2997 858 318
678,593 1580 608 1198 356 1240 1200 780 34 1193 2355 1036 1291 1213 377 3114 1721 1704 2174 648 2683 3418 592 1304 1394
3378,2858 260 2028 593 608 110 1197 1617 527 2997 1 1214 457 3578 1259 34 50 1193 1127 919 1221 3175 2791 1610 2355
4837,2858 1196 260 480 2028 589 2571 1270 593 608 1198 2396 1617 527 1097 2628 2997 858 318 356 296 1240 457 2916 3578
1811,2858 1196 260 1210 480 2028 589 2571 1270 593 1580 608 1198 110 1197 1617 527 1097 1265 2628 318 356 296 1240 1
3253,1196 260 1210 480 589 2571 1270 593 1580 1198 2762 2396 1197 1617 1097 1265 2628 858 2716 1240 1214 457 2916 3578 1200
5172,2858 2028 589 2571 593 1580 2762 527 1097 1214 2916 3578 2987 1259 1200 1127 3175 924 1387 1036 2000 1136 1721 2797 2291
1489,1210 2028 593 1580 1198 110 1617 527 1265 2628 858 318 356 296 1214 3578 1259 780 1221 2000 377 1136 1307 1721 1704
5947,2858 1196 480 2028 2571 1270 593 608 1198 2762 110 2396 1197 1617 527 1265 2628 2997 858 318 356 296 1 457 3578
3002,1196 1210 480 2028 589 2571 593 110 527 1097 2628 2997 858 318 356 1240 457 2916 3578 1200 780 541 34 50 1127
1503,1580 1097 1265 318 356 296 2716 1240 1 1214 457 2916 3578 1259 780 1193 3175 924 1387 2791 1036 1291 912 1213 1307
4083,2858 589 1270 2762 527 1265 2628 2997 318 296 2716 1240 1 3578 1200 541 34 1193 1127 2791 2355 1036 1291 912 1213
868,2858 1196 260 1210 480 2028 589 2571 1270 593 1580 608 1198 2762 110 2396 1197 1617 527 1097 1265 2628 2997 858 318
5972,589 2571 2762 1617 2628 858 2716 1214 2916 1200 34 1193 1221 3175 2791 1036 912 1213 2000 377 1721 3793 2291 32 648
4021,2858 1210 593 608 2762 2396 1197 1617 527 2997 318 356 296 1240 1214 3578 780 541 34 50 1193 1221 3175 2791 2355
3847,2396 527 1265 2628 858 1 1214 457 3578 1200 34 1193 1221 924 2791 2355 912 2000 377 1136 3114 1307 1968 2599 3793
1680,2858 480 1198 1265 2997 318 296 457 3578 1259 3175 912 3114 1307 3793 2683 1394 1573 1225 1584 3481 2699 1393 3623 3408
2241,2858 1196 260 480 2028 589 2571 1270 1580 608 1198 2762 110 2396 1197 1617 527 1097 1265 2628 2997 858 318 356 296
3201,260 1210 480 2028 589 1270 593 608 1198 2762 2396 1197 1617 527 1265 2628 318 296 2716 1240 1 2916 3578 2987 1259
4801,2858 1196 2028 589 1270 1580 608 1198 110 2396 1197 1617 527 1265 2997 858 318 296 2716 1 2916 2987 1259 541 34
1121,2858 1196 260 1210 2028 589 2571 110 1197 527 1097 2628 2997 318 356 2716 1240 1 3578 780 541 1193 1127 919 3175
4076,1196 260 1210 480 2028 589 2571 1270 593 1580 1198 2762 2396 1197 1617 1097 1265 2628 2997 858 356 296 2716 1240 1
5786,480 589 2762 1197 527 2628 2997 356 1 457 2916 2987 1200 780 541 50 1127 919 924 1610 1036 912 377 1136 3114
432,2858 1196 260 1210 480 2028 589 2571 1270 593 1580 608 1198 2762 110 1197 1617 527 1097 1265 2628 2997 858 318 296
366,2858 589 2571 593 608 2762 110 1197 1617 1097 2628 2997 318 2716 1240 457 2916 3578 2987 1259 541 34 50 1127 1221
4388,260 480 1580 1198 1197 1617 527 2997 858 296 1240 1259 1200 541 34 50 1127 919 1221 3175 924 2355 912 1136 3114
4782,2858 1196 260 1210 480 2028 589 1270 1198 2762 110 2396 1197 527 1097 1265 2628 2997 318 296 2716 1 1214 457 3578
4079,2858 1210 480 2028 2571 1580 608 2762 2396 1265 2628 2997 296 1240 2916 3578 541 50 1193 1127 3175 924 1387 2355 1291
4879,1196 480 2028 1198 1197 1617 1097 1265 2628 2997 318 356 2716 1 2987 1127 3175 1387 2791 2355 2000 3114 1307 1721 1704
4957,2858 1210 480 2028 2571 1197 2628 2997 296 2916 3578 1221 3175 2355 912 3114 2599 3793 2174 2959 2683 3418 1394 223 1584
3590,2571 593 110 1617 1097 1265 356 780 541 1127 919 3175 1387 1610 912 2000 2797 3793 32 3471 1374 592 1304 1573 1225
798,2858 260 480 1580 1198 1617 527 2997 2716 1214 457 2916 2987 1200 780 50 1193 1127 1221 3175 924 1387 1610 1036 1213
696,2028 589 2571 608 2396 1265 2997 356 296 1214 1259 1200 541 34 1193 1387 3114 1721 1968 2599 3471 590 592 1394 1784
5684,1210 1580 1198 2762 1617 527 1097 318 356 1240 1 1214 1200 780 541 1193 919 1221 3175 924 2355 1036 912 2000 1721
1586,527 1265 318 356 2716 1214 457 2987 1200 780 541 1193 3175 924 1307 1721 1968 1704 2599 3793 2291 32 590 2959 2918
6011,2858 2028 589 593 2762 1197 1617 527 1265 2997 356 296 2716 3578 2987 1259 50 919 1221 3175 2355 1213 2000 1136 3114
5689,2858 480 2571 2396 1265 1240 1214 2916 1200 780 541 34 3175 1387 2791 1291 912 2000 1307 1721 2797 2291 648 1374 3418
2557,2858 1196 260 1210 480 2028 589 1270 1580 1198 2762 110 2396 1197 1097 1265 2628 2997 858 318 2716 1240 1 1214 457
2304,2858 2571 1580 110 527 1097 2628 356 1259 541 50 1387 2791 3114 1307 1968 1704 2599 3471 590 2918 2683 1374 1394 223
2820,260 2028 593 1198 110 2396 1197 1617 1097 318 356 1 457 1200 780 34 50 3175 1610 2355 1291 3114 2599 3793 2174
103,2858 1196 260 1210 480 2028 589 1270 593 608 1198 2762 2396 1197 1617 527 1097 1265 2628 2997 858 318 356 296 2716
1470,2858 589 2571 593 608 2762 1197 1265 2997 318 296 1240 1 1214 2987 1259 1200 780 541 50 1127 1221 3175 924 1387
445,480 2028 593 608 1198 110 2396 1197 527 1097 1265 2628 318 356 296 2716 1 1214 457 3578 1200 34 50 919 1221
2853,2858 1196 260 1210 480 2028 2571 1270 593 1198 2762 110 2396 1617 527 1097 1265 2628 2997 858 318 356 296 2716 1240
727,1196 260 1210 480 589 2571 1270 1580 1198 2762 2396 1617 1097 2628 2997 356 2716 1240 1 1214 457 2916 2987 1259 1200
1517,1196 260 1210 480 589 1270 593 1580 1198 2762 110 2396 1197 1617 527 1097 2628 2997 858 356 2716 1240 1214 457 2916
4447,2858 260 480 2028 1580 2762 110 2396 527 296 1 457 3578 50 1193 919 3175 2355 1291 3114 1307 1721 1704 2599 3793
4897,2858 589 2762 2396 1197 1617 527 1097 1265 2628 2997 296 2716 457 3578 1259 1200 34 50 1193 1127 1221 3175 1036 912
148,2858 2396 1617 1265 2628 2997 296 2716 1214 457 2916 2987 1259 1193 1127 919 924 912 1213 1136 1721 1968 1704 2599 2797
570,2858 1196 260 480 589 2571 1270 1580 608 1198 2762 1197 1617 1097 1265 2628 2997 318 2716 1240 1 1214 457 2916 1259
1714,260 480 2028 1270 593 1580 608 2762 2396 1617 527 858 318 356 296 1214 457 3578 1259 1200 50 1193 1127 919 1221
5621,1196 2028 1580 110 2396 527 2628 2716 1 1214 919 3175 2355 912 2000 377 3114 1968 1704 2599 2797 32 648 3418 592
2457,608 2396 527 2997 318 296 2916 3578 34 1193 919 1221 3175 1387 912 1213 2000 1136 1721 1968 1704 2599 2291 32 2174
2570,1196 260 1210 2028 589 2571 1270 1580 1198 110 1197 1617 1097 2628 2997 858 318 2716 1240 1 1214 2916 3578 2987 1259
4815,2028 589 2571 593 1580 608 110 2396 1197 527 1265 2997 858 318 296 2716 1 1214 457 2916 3578 2987 1259 1200 780
4878,1196 260 1210 480 2028 589 2571 1270 593 1580 608 1198 2762 110 1197 1617 527 1097 1265 2628 2997 858 318 296 2716
2125,2571 1270 593 608 2762 1617 527 1097 2628 318 296 2716 1240 1 1214 457 1259 1200 780 541 34 50 1193 1221 3175
5759,589 593 110 1097 2628 318 2716 1240 1 1259 541 1193 1221 3175 924 2791 1036 1291 2000 1136 1968 2797 3793 32 2174
5387,2858 480 593 1198 2762 110 1617 1097 858 318 356 1214 1259 780 1193 924 2791 2355 912 1213 1704 2683 1304 1225 1584
3512,593 608 1198 1617 527 1097 858 1259 1221 3175 2791 912 1213 377 3114 1307 1721 1704 2797 2683 1304 1394 1573 3481 1923
3080,260 1210 480 2571 1580 1617 527 2628 2997 1240 1 1214 3578 1200 780 1127 1221 3175 924 2355 1036 1291 912 377 3114
4319,1196 260 1210 480 2028 589 2571 593 1580 608 1198 2762 110 2396 1197 1617 527 1097 1265 2628 2997 858 318 356 296
1377,2858 260 2028 1270 593 608 2762 2396 1617 527 2628 2997 858 318 296 1 1214 3578 2987 34 50 1193 919 1221 924
5659,1196 260 2028 1270 593 608 2762 110 2396 1197 1617 527 1097 858 318 2716 1214 3578 2987 1259 1200 541 34 50 1193
2986,1196 260 1210 1270 593 2396 1197 2628 1 1214 2987 1200 34 1193 919 3175 924 2791 2355 912 1136 3114 3793 2174 3471
412,1210 2571 593 2762 110 1197 1617 527 2628 2997 1259 1200 1193 919 1221 3175 924 1387 2791 2355 1291 1213 3114 1721 1968
518,1196 260 1210 480 589 2571 1270 1580 110 1617 2628 858 1240 1 457 2916 2987 1259 780 541 34 50 1193 1127 919
4682,2028 2571 1270 1580 608 110 1617 318 1240 2916 541 34 919 1387 2355 1036 1307 1721 1968 2797 2291 2174 2683 3418 592
4969,1196 260 1210 480 2028 589 2571 1270 593 1580 608 1198 110 2396 1197 1617 527 1097 1265 318 356 296 2716 1240 1
2764,1210 480 2028 589 1270 1580 1198 2396 2628 2997 318 2716 1240 457 3578 2987 1200 780 50 1221 924 1387 2791 2355 1036
3143,260 1210 480 2028 2571 1198 2762 1197 1097 2628 296 2716 1240 1 1214 2916 3578 2987 1259 1200 780 50 1193 1127 919
793,480 589 608 1198 2762 110 2396 1197 1617 527 1265 2997 296 1240 1 1214 457 2916 3578 2987 1259 1200 780 541 34
5031,1196 260 1210 480 589 2571 1270 593 1580 2762 110 1617 1097 1265 2628 2997 858 318 296 2716 1240 1 1214 457 2916
1758,1196 480 2028 589 2571 1270 593 1580 608 2762 2396 527 1265 2997 858 318 296 1240 1214 2916 3578 1200 780 541 1127
5747,2028 593 1580 527 2997 318 3578 1200 541 34 1221 3175 2791 2355 1213 3114 2599 2797 2291 32 2174 3471 2918 2683 1304
777,593 110 1617 1097 2997 858 318 296 1 1259 1200 780 50 1193 1221 1610 2355 912 1213 1136 3114 1307 1704 2599 32
2380,260 1210 2571 1580 1198 2762 110 1197 1617 2997 858 296 1240 1214 3578 2987 1200 541 34 1193 1127 919 3175 924 1387
1507,2858 1196 260 2028 2571 593 608 1198 2762 2396 1197 1617 527 1097 2628 318 356 296 2716 1240 1 1214 457 2916 3578
30,2858 1196 260 1210 480 2028 1270 1580 1198 110 2396 1197 2628 858 318 356 2716 1240 1 1214 457 2916 3578 2987 1259
588,260 480 2028 589 1580 110 1265 2628 858 356 1240 2916 1200 780 541 1127 3175 924 1610 2355 1036 1213 2000 1136 3114
2077,1210 1270 1617 2997 318 1 1214 3578 780 541 50 1193 919 1387 2791 912 1721 2599 2797 32 2174 3471 648 1374 1304
