user_id,prediction
4391,1247 2728 1649 2117 281 2874 1441 3503 1753 808 2086 2040 718 3338 3395 2373 419 2809 2568 255 1864 1058 2754 404 3651
1538,1207 2019 904 913 905 1132 1208 326 1223 1203 1247 1299 541 213 1237 942 1281 1939 800 907 1235 446 932 293 931
4609,922 953 1197 1203 293 529 940 1227 34 121 941 2231 39 2065 1670 229 77 144 837 372 999 536 328 135 996
1050,1172 1224 541 969 213 1189 246 1259 1300 800 1246 123 1041 162 940 920 515 290 1069 892 176 1171 300 1085 531
3521,541 1084 1189 969 293 1947 515 290 1285 1094 941 1029 349 2585 165 97 163 77 715 669 1031 383 2136 653 74
1146,1132 950 942 1963 1090 1235 1300 356 931 1411 940 628 927 588 1286 1729 72 1034 39 205 1295 26 597 1081 507
550,1950 308 28 373 357 1286 1982 249 597 482 1564 253 368 963 465 170 347 118 113 841 196 445 413 19 611
1985,1203 1253 529 47 36 1227 32 300 121 1635 941 2231 2922 1101 39 156 82 25 77 116 1068 1013 224 298 344
671,2019 678 213 1358 446 356 971 47 28 778 475 373 101 927 17 1673 2078 348 1694 944 57 1295 431 39 507
1812,1217 931 47 920 154 1729 1982 149 2065 77 848 1916 2846 1194 1205 2105 650 1399 298 1346 31 328 709 1783 95
5754,28 101 1650 513 1114 424 201 93 124 2541 2116 3334 3814 923 2268 910 147 1429 1566 272 640 3225 3109 2351 2401
698,326 608 914 1237 213 942 1090 307 28 590 535 57 233 141 230 1123 224 316 282 783 1088 35 252 24 577
4098,293 529 940 373 1282 1683 121 1061 837 1068 74 1550 424 528 1604 751 612 173 93 124 126 1718 404 847 398
4001,950 1131 911 907 1344 940 28 1941 290 590 475 101 534 1286 1034 1012 57 2284 229 568 1564 97 141 368 155
3283,1086 1394 1354 2575 2662 2943 1729 1034 2291 568 1033 956 2753 381 2625 78 536 328 2787 1690 516 2074 2650 1151 3013
4473,1197 1203 911 1693 156 2167 1836 270 1128 227 958 37 1325 127 2186 910 2816 1566 1804 3814 2541 147 3334 923 3949
5582,942 1066 246 1090 308 1192 1584 937 1127 1870 230 18 2097 1123 224 896 2262 2 691 379 183 886 771 1317 219
1597,1284 1224 1203 942 1294 1090 1222 28 1649 892 176 373 1184 334 1305 449 522 412 97 2539 669 465 105 1824 1024
4375,1949 326 1197 942 246 1719 800 1090 1246 2010 47 373 32 300 535 2872 941 1261 261 57 205 26 39 937 82
4112,1207 1262 593 326 916 1283 1189 969 942 800 529 1941 290 590 892 373 121 1673 941 1356 57 281 2184 2585 663
677,1193 678 593 1132 950 910 608 1248 1617 213 1259 1090 356 1023 971 1192 1265 247 1220 475 595 17 549 615 535
2645,50 326 1203 213 246 308 1962 628 549 941 1019 1127 431 597 1310 116 1093 112 224 452 170 252 225 691 1596
1297,2905 1148 858 923 908 913 1204 1284 905 1213 678 2726 1234 950 1208 1288 1223 1276 1225 909 1248 213 1237 1189 1242
5134,2186 1267 1197 58 2210 373 1396 613 97 1447 421 350 351 1088 695 1320 1114 533 196 76 424 694 885 711 124
4867,1250 910 942 971 431 1081 482 25 253 1068 155 1013 45 224 316 705 70 1331 423 753 118 113 157 1382 1572
346,1203 1066 1266 1287 293 123 307 47 940 36 2020 80 156 165 412 229 568 1033 144 837 1194 1016 329 650 999
333,318 858 527 1207 1193 1178 1252 904 1212 750 593 1267 1949 1233 2324 898 1234 1224 951 1197 1225 1203 919 1283 1237
2919,608 1256 911 58 36 1227 590 892 2138 553 1171 1179 1594 440 941 1982 938 14 165 171 164 1459 2105 650 350
5570,213 911 308 1 1079 590 373 2467 57 233 1589 1650 760 808 464 113 1604 1814 394 93 1000 623 557 3109 3334
4816,213 1939 800 308 223 262 941 522 805 144 1337 224 211 577 185 196 424 375 1053 202 93 71 606 1990 33
4401,2357 940 1035 34 373 101 2467 1033 144 155 352 369 224 465 372 1016 1015 381 107 2432 695 1911 304 382 1744
3650,1208 1222 940 176 523 425 543 370 753 2052 719 384 1037 153 1604 891 191 711 1168 137 557 1311 1566 1804 3814
1434,593 942 28 475 2078 72 482 141 155 316 465 60 2561 100 577 118 824 185 464 533 413 840 656 1053 245
3067,906 942 907 1099 2313 940 290 892 364 121 1758 941 1356 39 165 613 1967 214 266 350 335 277 1059 707 835
5813,123 47 116 83 1442 113 240 1675 37 972 559 923 3334 2541 2268 910 3814 2116 1429 147 3225 272 640 1566 3109
4006,581 308 931 1035 2575 1034 26 171 568 1688 1088 2104 653 2168 2062 1717 1814 411 1565 397 404 815 623 687 2541
4377,750 1208 213 1963 246 1251 907 932 931 971 356 475 101 373 300 190 538 1729 1982 1019 1034 524 2321 346 82
1835,1212 527 913 1204 1221 1267 1136 1233 1132 1224 1213 1234 955 326 916 1223 1203 296 1084 1950 1197 111 1963 1617 942
5125,1193 942 800 529 940 32 101 766 205 39 597 333 171 97 144 224 13 282 691 88 550 577 118 414 61
3348,1250 904 903 1211 1230 1192 47 1080 1035 34 892 17 2069 215 1365 1982 1965 2276 2115 412 117 1092 2420 369 1015
1084,908 1719 47 1446 190 1286 944 82 3252 568 97 1395 263 1429 707 367 1895 2131 746 3340 1726 196 424 128 1863
975,1204 593 950 916 2357 1248 1131 111 1084 914 599 1214 942 1258 446 356 1411 2313 940 1931 1296 1941 1060 1446 290
1206,904 213 529 940 57 165 171 97 155 145 583 270 1320 1113 731 93 762 181 397 977 398 2268 910 3334 147
3038,318 1212 1234 1203 1358 949 1301 714 1446 1948 319 2303 475 32 373 101 300 1275 334 1484 235 534 357 348 2295
3157,1267 1203 293 229 1904 43 112 316 381 31 370 2587 570 882 612 444 762 137 2557 847 398 712 717 139 2541
157,50 318 1207 527 904 1262 1193 1147 2186 1221 913 905 1213 1132 1234 930 1361 2324 326 541 1197 909 1303 1950 969
583,1262 1284 1214 150 1246 47 1797 943 1941 247 590 1079 1095 373 1282 190 535 1678 941 1286 538 2857 1261 1396 1029
4260,800 308 946 1333 1057 2022 613 846 956 1013 224 351 2376 100 2314 270 1003 135 1114 547 241 424 476 174 1973
4312,1189 213 942 911 356 373 553 357 348 766 431 233 507 229 861 368 85 1447 155 1395 316 465 1884 3040 580
1502,50 1178 904 1193 1147 908 926 1267 953 1224 1234 951 608 1223 556 1225 1203 1236 1131 213 1242 1230 1537 1263 246
1133,1111 1204 1132 1234 1361 326 1276 541 58 29 529 1344 28 1080 921 1069 475 2863 1188 373 101 1680 17 190 523
5716,1203 293 1222 47 156 412 77 43 329 1016 466 239 882 528 840 564 291 717 712 16 3109 3334 923 2268 910
1842,922 953 1253 101 121 39 165 1589 329 367 764 31 328 751 173 93 564 867 137 404 578 3045 923 2401 2816
1317,905 1254 1224 1269 581 1201 1259 1222 973 529 1387 162 247 176 555 1282 3200 531 483 2922 524 2058 1631 647 2348
1142,1267 2726 1219 930 2203 1223 1197 1253 965 1281 907 446 293 2761 1206 1226 47 940 28 1962 1649 1069 290 2359 2580
3603,778 300 1356 72 39 597 431 1465 1092 116 155 353 1194 669 224 105 764 577 118 113 61 2367 217 840 762
2088,318 1172 1254 1224 898 1208 541 1189 213 942 1294 1201 907 293 308 1 1222 1289 529 2070 1206 3007 973 2612 356
4345,953 1227 1095 1374 121 1187 425 421 2430 423 1128 157 1644 3121 2382 1720 398 712 641 923 2268 2116 3334 147 910
2895,123 1354 920 2138 309 568 2278 369 2625 707 1895 1007 370 2074 1153 173 75 470 1659 404 2814 2867 2116 147 1125
1625,908 1260 899 541 1203 1189 1259 1023 973 2682 940 943 1270 714 247 1069 2303 1161 668 2150 314 902 6 2618 1396
2237,945 1230 1287 356 2580 21 861 85 1621 350 198 35 580 453 764 423 504 182 1468 19 1975 1005 250 359 447
3003,904 1449 1938 29 1301 356 971 1411 1419 549 300 190 534 2075 346 380 2425 785 117 180 964 708 991 2455 1701
1311,593 950 1223 969 942 940 628 1046 2268 1913 101 300 357 2018 72 57 937 597 551 635 164 25 253 1092 2506
3434,581 308 346 69 425 377 97 13 46 210 270 1483 157 375 1590 540 2930 1349 847 398 2116 910 2268 1429 2351
4520,1172 29 1277 668 1184 523 1484 1120 2065 613 964 2145 1051 543 1425 665 60 1552 2826 423 504 571 1152 1006 113
3871,899 1224 296 28 508 1186 346 1615 1310 851 3188 2344 417 1375 543 81 1650 511 3 967 784 2088 327 779 499
2054,1267 1251 515 508 290 314 345 121 531 1748 52 2144 1554 3086 680 407 633 1647 2255 76 327 882 1504 505 1439
4995,541 1069 101 531 449 151 2284 2135 1004 1043 240 798 435 447 87 1525 652 1739 2444 791 2592 584 3334 1464 147
4118,213 942 300 1982 21 97 848 1777 465 100 649 420 228 181 2817 397 977 398 439 1566 923 1804 3591 3814 2541
3441,923 3038 608 1223 1248 942 58 28 515 590 373 1936 1396 596 57 368 40 22 783 35 31 760 1405 100 702
4958,111 1 293 1348 1333 892 373 897 348 522 1380 368 1129 230 680 781 421 60 270 370 185 313 241 19 191
119,1193 678 2028 326 608 942 1304 1090 1300 308 1036 123 1192 1340 17 1171 72 1295 1081 937 116 144 230 1925 1169
5645,905 898 1235 1344 940 28 17 901 431 69 568 514 155 680 224 316 1824 1415 1128 753 464 185 1391 313 254
1217,678 914 965 293 1096 47 1041 1419 1649 628 1079 590 2863 373 918 535 2750 348 1396 161 2302 507 1057 1310 141
2642,2019 1213 1132 593 916 608 541 1131 1617 914 213 969 942 1211 1281 1214 1258 58 446 1 293 1099 1394 356 1226
2081,1207 904 678 1278 1084 1283 942 29 2959 1244 1411 971 1419 1446 714 290 1176 2268 892 1913 2949 549 190 121 1730
1912,1223 911 940 28 714 1446 101 121 918 538 766 1120 1101 522 25 97 1268 1194 369 421 465 224 1088 764 317
3942,2932 931 475 2174 346 309 568 368 1033 144 1621 1688 381 707 100 516 2074 424 1153 245 173 404 1566 2633 1092
3143,1224 951 34 1639 1050 534 1120 229 117 1518 1375 282 81 1726 196 76 528 19 2385 325 444 418 65 181 397
5283,2019 2565 2648 1946 2580 1034 893 3194 3082 107 2432 1151 360 1985 2773 2191 3245 2966 1804 3814 2541 147 3334 923 2268
2529,1252 2324 541 942 1077 1150 1446 1960 1333 892 941 588 1982 2353 97 1777 282 2435 1135 513 550 270 49 633 420
2793,745 913 1204 1132 1945 593 1248 942 246 1090 1231 446 931 308 456 356 1265 247 590 1282 1078 300 314 615 345
2181,1132 213 1358 1259 971 1931 1274 1227 741 475 357 1365 1633 509 77 1794 116 1013 1194 465 963 850 760 488 423
4183,1096 47 155 1194 1689 2177 990 1116 202 65 2265 640 3225 2750 2139 3045 2816 1566 3591 1804 3814 2541 147 3334 923
2693,326 942 1251 800 308 1394 1035 1095 1171 941 1034 522 171 117 368 144 155 224 27 152 19 1053 473 202 173
175,50 2905 858 527 923 1262 750 1267 953 678 1213 3134 1219 593 326 1223 1203 1197 1303 1131 919 1189 1963 246 1230
4796,2905 953 1131 1090 1036 47 1035 34 892 944 368 144 621 2282 465 372 1346 27 1151 1153 769 173 255 404 729
5888,213 942 932 931 714 101 2160 342 568 1092 465 282 1824 1661 2050 87 93 106 1566 2816 1804 3814 2541 147 923
5775,1394 123 17 1729 1982 425 309 568 144 2939 369 1688 175 707 370 2374 1423 173 863 404 2679 3109 1566 2351 1804
229,904 1193 750 1260 593 950 1248 1253 1237 969 942 911 1719 1258 1827 1300 1090 932 232 356 971 1411 47 1931 940
2124,904 908 1260 1234 593 1269 1189 213 581 800 940 1446 247 508 590 32 373 1282 1694 249 261 57 968 346 522
3648,593 678 213 456 1220 2580 590 535 1729 249 39 57 1910 509 592 482 412 353 1123 461 605 316 1054 1015 282
4352,1267 47 28 149 116 1194 135 424 1604 93 291 137 398 717 1165 2867 3109 923 2268 910 2966 2116 1429 1125 272
1285,608 1248 1084 213 1963 942 1090 290 1079 1275 2391 1729 1356 1034 72 205 39 893 597 481 164 613 68 97 1033
4169,905 213 1256 475 229 253 224 465 100 533 196 217 611 359 831 202 93 37 397 847 821 147 3814 3334 2541
3080,1223 914 213 1237 456 307 162 515 497 590 2212 892 1050 538 1029 449 349 1392 57 281 1345 597 2184 613 1967
1241,50 527 1193 1233 1219 1203 909 608 213 1963 969 1537 947 246 1230 308 1953 1344 1265 1046 590 1643 2212 2071 101
1616,1193 1221 678 1219 1223 1236 942 1211 446 47 2917 1354 1185 1150 1446 290 475 1643 892 1680 373 2947 121 1673 272
195,318 858 923 904 908 296 1223 1944 914 246 1228 1294 1266 1090 308 933 628 1245 1079 1333 223 32 1282 16 918
5111,593 950 942 1090 590 535 72 205 39 57 893 507 482 229 316 760 801 577 118 464 196 413 332 160 1575
5916,1247 2791 290 1966 3447 1034 309 568 2278 3122 327 331 2373 404 398 3334 2816 147 1566 3814 1804 2541 3542 923 2268
730,953 1209 1203 1272 47 34 1374 2231 80 77 224 650 1016 298 5 1713 95 570 93 291 867 126 137 1165 3773
481,50 922 1148 858 1262 1193 913 750 1284 905 953 678 1219 593 1132 950 910 951 2203 1269 1223 1209 1272 1197 1299
4451,1203 1300 293 1206 940 28 300 334 522 279 309 1380 117 715 85 316 465 175 263 1088 835 145 1030 328 1007
5000,1207 1150 590 892 1012 1101 77 85 846 211 282 783 48 407 550 294 533 433 196 842 2389 427 93 1525 393
3274,904 541 969 101 1484 249 57 3078 1056 97 155 268 2625 60 565 2416 100 113 2074 997 2157 240 640 208 191
163,904 2028 1233 541 1219 1617 1197 1361 1276 326 111 1189 906 1240 1537 911 1938 1089 907 293 1235 1387 800 1222 1041
1458,953 213 1090 307 47 940 1035 34 1729 507 568 1205 372 282 298 1346 354 328 1783 1128 379 533 196 1153 148
3673,213 914 800 446 47 1035 1079 2138 249 342 1672 141 369 211 372 1346 1088 35 24 565 1331 103 577 433 533
4664,953 950 942 931 308 123 28 628 475 1275 1673 348 1034 249 57 522 69 482 568 1033 224 316 465 329 13
3988,1193 953 1203 213 308 47 778 373 121 72 1295 431 1127 522 1672 171 1785 253 1465 230 1337 13 1658 2262 252
4510,942 47 1192 1035 941 282 426 801 577 185 196 2147 2385 711 202 2219 37 397 1553 847 33 923 2116 3334 2268
4034,1197 213 529 47 1035 34 2239 1673 2669 156 1345 568 144 43 1016 252 185 3063 570 196 1153 697 840 2162 444
579,1193 1221 678 593 1361 950 1203 1248 213 111 942 1230 947 1090 1231 1307 356 529 1192 971 940 3096 778 1220 1046
4104,101 627 97 141 368 282 533 157 327 424 1772 473 201 245 847 2268 910 3542 923 147 2541 3814 3334 3225 2116
3094,1284 905 1223 1203 581 1266 308 47 1265 940 628 1161 32 1282 1184 190 535 348 1019 968 21 377 117 97 1370
3410,1203 213 529 47 1185 34 94 300 154 357 80 346 165 412 77 846 1194 316 329 650 1836 252 764 2133 408
4114,318 1203 1189 942 356 940 28 1257 1446 628 497 475 17 190 300 941 522 412 253 964 368 85 155 224 465
3300,904 932 373 357 538 2058 309 1569 155 175 1596 970 2052 771 157 87 93 124 1822 108 1260 147 3334 923 1125
869,916 213 47 940 28 892 941 249 1194 224 963 351 1658 252 565 210 1128 61 533 498 332 503 925 245 762
1605,50 904 1132 1197 1288 213 1090 1089 308 1394 307 529 47 1411 971 940 1185 1227 1035 2020 1340 1095 892 121 1729
1647,913 1204 1284 905 593 1945 1197 213 1214 1294 1266 308 47 28 1948 1227 838 1035 32 1340 2575 373 101 337 1374
3547,1224 1203 308 162 921 892 373 1282 300 6 1584 431 937 597 253 368 116 1554 1068 112 1013 353 1123 350 282
149,904 750 1233 678 1269 1197 1617 1237 213 969 942 1211 911 1266 456 1036 1394 529 356 47 2313 589 1265 1962 1220
4144,213 28 300 522 25 253 587 144 224 350 277 1836 376 344 252 760 443 1331 583 328 577 61 885 1606 1005
5126,1189 293 300 1356 346 180 1194 369 289 313 384 153 882 2636 2614 557 664 923 3814 2541 1804 1566 147 2816 3334
5493,1 2973 921 1282 1345 522 1310 112 2928 707 586 2524 1829 3449 191 1807 1426 1522 623 2510 439 3571 3159 2645 2966
2587,541 293 308 28 1941 1069 920 101 2069 121 1873 1678 322 1085 2618 1396 333 805 2087 1376 568 2037 832 369 266
2188,1204 1213 1224 1288 1080 290 628 32 2575 101 1936 1734 314 345 11 2312 357 1500 72 205 2174 597 2310 522 2087
5699,2357 581 1199 1282 334 2943 766 2495 851 112 83 2104 328 424 327 779 93 1681 623 664 889 1804 2541 3814 1566
3433,260 1214 1222 1344 247 523 766 1732 69 425 1380 514 1904 368 621 1337 465 13 60 1331 691 1030 185 254 61
778,904 593 951 326 1203 608 213 1189 111 969 1963 942 581 1230 1259 1235 931 308 1036 529 1220 741 1046 1079 590
26,1193 1147 1213 1132 950 541 1223 1196 1617 110 1248 2357 1203 1950 1242 1084 1449 213 942 581 945 1066 1259 911 1358
2084,1224 1247 47 28 920 1095 373 1729 934 1396 524 161 149 1120 281 431 1081 233 2284 171 269 97 1516 1535 2037
476,50 2019 858 1178 1250 904 3030 913 1204 1221 750 1284 1267 953 1254 1260 899 1224 1219 1132 898 593 2324 2028 903
838,913 1132 593 931 456 1307 123 356 1265 628 475 590 901 1186 57 968 431 333 597 1057 141 368 3018 224 316
2648,50 1193 953 1233 1132 2203 1203 1131 914 111 1963 942 246 1211 911 1827 1300 446 232 308 1036 29 1301 307 47
1194,904 1193 2329 1224 326 608 213 942 994 1251 1258 1300 1090 907 1089 2973 931 2064 1264 2176 1080 1035 223 555 1282
1219,541 529 28 524 3186 77 350 453 513 1550 19 419 93 664 3334 147 923 2541 3814 2268 1804 910 2116 1977 1429
291,50 858 2019 913 1204 905 1104 1260 899 1224 898 2324 903 951 1203 1236 1944 969 246 1211 1704 1358 1827 1 308
950,50 1234 608 326 541 942 1090 47 1238 1344 940 28 1150 1162 892 176 300 1683 345 523 11 357 1187 72 449
1950,527 942 246 931 1036 123 940 628 892 32 101 1759 440 941 2943 2991 2090 77 45 465 350 282 344 170 46
5426,28 497 94 342 477 368 316 224 521 100 533 245 160 264 815 657 1165 2576 1479 3814 2541 147 3334 923 3773
1666,1260 1219 1132 541 914 1237 1189 58 293 1150 475 1788 101 1050 538 944 1982 938 233 151 2184 165 613 97 846
